Product,Division,Product Category,Customer,Country,Sales Org,Calendar Year/Month,Calendar Year,Calendar month, Cost of Goods , Discount , Net Sales , Revenue ,Sales Quantity
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,OCT 2008,2008,10, $16.00 , $1.62 , $30.86 , $32.48 ,1 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,DEC 2008,2008,12, $16.00 , $1.62 , $30.86 , $32.48 ,1 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2009,2009,1, $16.00 , $1.65 , $31.32 , $32.97 ,1 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2009,2009,2, $16.00 , $1.65 , $31.32 , $32.97 ,1 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,DEC 2009,2009,12, $16.00 , $1.65 , $31.32 , $32.97 ,1 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2010,2010,1, $16.00 , $1.67 , $31.79 , $33.46 ,1 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2010,2010,2, $16.00 , $1.67 , $31.79 , $33.46 ,1 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,NOV 2009,2009,11, $32.00 , $3.30 , $62.64 , $65.94 ,2 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2010,2010,3, $32.00 , $3.35 , $63.57 , $66.92 ,2 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2007,2007,1, $48.00 , $4.80 , $91.20 , $96.00 ,3 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2009,2009,3, $48.00 , $4.95 , $93.96 , $98.91 ,3 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2007,2007,2, $64.00 , $6.40 , $121.60 , $128.00 ,4 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,OCT 2007,2007,10, $64.00 , $6.40 , $121.60 , $128.00 ,4 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2008,2008,2, $64.00 , $6.49 , $123.43 , $129.92 ,4 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2008,2008,7, $64.00 , $6.50 , $123.42 , $129.92 ,4 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,SEP 2008,2008,9, $64.00 , $6.49 , $123.43 , $129.92 ,4 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2009,2009,7, $64.00 , $6.59 , $125.29 , $131.88 ,4 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,AUG 2009,2009,8, $64.00 , $6.59 , $125.29 , $131.88 ,4 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,OCT 2009,2009,10, $64.00 , $6.60 , $125.28 , $131.88 ,4 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,APR 2010,2010,4, $64.00 , $6.69 , $127.15 , $133.84 ,4 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2007,2007,3, $80.00 , $8.00 , $152.00 , $160.00 ,5 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,APR 2007,2007,4, $80.00 , $8.00 , $152.00 , $160.00 ,5 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,SEP 2009,2009,9, $96.00 , $9.89 , $187.93 , $197.82 ,6 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,AUG 2008,2008,8, $112.00 , $11.37 , $215.99 , $227.36 ,7 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2007,2007,7, $128.00 , $12.80 , $243.20 , $256.00 ,8 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,SEP 2007,2007,9, $128.00 , $12.80 , $243.20 , $256.00 ,8 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2009,2009,5, $144.00 , $14.84 , $281.89 , $296.73 ,9 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,APR 2008,2008,4, $160.00 , $16.24 , $308.56 , $324.80 ,10 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,APR 2009,2009,4, $160.00 , $16.48 , $313.22 , $329.70 ,10 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2010,2010,7, $192.00 , $20.07 , $381.45 , $401.52 ,12 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,AUG 2007,2007,8, $208.00 , $20.80 , $395.20 , $416.00 ,13 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2008,2008,5, $208.00 , $21.11 , $401.13 , $422.24 ,13 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2010,2010,5, $256.00 , $26.77 , $508.59 , $535.36 ,16 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2010,2010,6, $272.00 , $28.44 , $540.38 , $568.82 ,17 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2007,2007,5, $288.00 , $28.80 , $547.20 , $576.00 ,18 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2009,2009,6, $320.00 , $32.97 , $626.43 , $659.40 ,20 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2007,2007,6, $416.00 , $41.60 , $790.40 , $832.00 ,26 
Repair Kit,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2008,2008,6, $496.00 , $50.34 , $956.54 ," $1,006.88 ",31 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2007,2007,2, $25.00 , $2.50 , $47.50 , $50.00 ,1 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,DEC 2007,2007,12, $25.00 , $2.50 , $47.50 , $50.00 ,1 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2008,2008,2, $25.00 , $2.54 , $48.21 , $50.75 ,1 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2010,2010,1, $25.00 , $2.61 , $49.67 , $52.28 ,1 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2010,2010,2, $25.00 , $2.61 , $49.67 , $52.28 ,1 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,OCT 2008,2008,10, $50.00 , $5.08 , $96.42 , $101.50 ,2 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,DEC 2008,2008,12, $50.00 , $5.08 , $96.42 , $101.50 ,2 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2009,2009,1, $50.00 , $5.16 , $97.86 , $103.02 ,2 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,NOV 2009,2009,11, $50.00 , $5.15 , $97.87 , $103.02 ,2 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2010,2010,7, $50.00 , $5.23 , $99.33 , $104.56 ,2 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2007,2007,1, $75.00 , $7.50 , $142.50 , $150.00 ,3 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,OCT 2007,2007,10, $75.00 , $7.50 , $142.50 , $150.00 ,3 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,NOV 2007,2007,11, $75.00 , $7.50 , $142.50 , $150.00 ,3 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2008,2008,1, $75.00 , $7.62 , $144.63 , $152.25 ,3 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2008,2008,7, $75.00 , $7.61 , $144.64 , $152.25 ,3 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,AUG 2007,2007,8, $100.00 , $10.00 , $190.00 , $200.00 ,4 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,SEP 2008,2008,9, $100.00 , $10.15 , $192.85 , $203.00 ,4 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2009,2009,2, $100.00 , $10.31 , $195.73 , $206.04 ,4 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2009,2009,3, $100.00 , $10.31 , $195.73 , $206.04 ,4 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,SEP 2009,2009,9, $100.00 , $10.31 , $195.73 , $206.04 ,4 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2010,2010,3, $100.00 , $10.45 , $198.67 , $209.12 ,4 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,APR 2010,2010,4, $100.00 , $10.46 , $198.66 , $209.12 ,4 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2007,2007,7, $125.00 , $12.50 , $237.50 , $250.00 ,5 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,OCT 2009,2009,10, $125.00 , $12.88 , $244.67 , $257.55 ,5 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2007,2007,5, $150.00 , $15.00 , $285.00 , $300.00 ,6 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2009,2009,5, $150.00 , $15.46 , $293.60 , $309.06 ,6 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2010,2010,5, $150.00 , $15.68 , $298.00 , $313.68 ,6 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2007,2007,3, $175.00 , $17.50 , $332.50 , $350.00 ,7 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2008,2008,3, $175.00 , $17.77 , $337.48 , $355.25 ,7 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,AUG 2009,2009,8, $175.00 , $18.03 , $342.54 , $360.57 ,7 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2008,2008,6, $200.00 , $20.30 , $385.70 , $406.00 ,8 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,APR 2007,2007,4, $225.00 , $22.50 , $427.50 , $450.00 ,9 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,SEP 2007,2007,9, $250.00 , $25.00 , $475.00 , $500.00 ,10 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,APR 2008,2008,4, $250.00 , $25.38 , $482.12 , $507.50 ,10 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,AUG 2008,2008,8, $250.00 , $25.39 , $482.11 , $507.50 ,10 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2009,2009,7, $250.00 , $25.76 , $489.34 , $515.10 ,10 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,APR 2009,2009,4, $300.00 , $30.91 , $587.21 , $618.12 ,12 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2010,2010,6, $375.00 , $39.21 , $744.99 , $784.20 ,15 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2009,2009,6, $500.00 , $51.51 , $978.69 ," $1,030.20 ",20 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2008,2008,5, $675.00 , $68.52 ," $1,301.73 "," $1,370.25 ",27 
Road Helmet,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2007,2007,6, $700.00 , $70.00 ," $1,330.00 "," $1,400.00 ",28 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,DEC 2008,2008,12, $15.00 , $1.52 , $28.93 , $30.45 ,1 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,OCT 2009,2009,10, $15.00 , $1.55 , $29.36 , $30.91 ,1 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,DEC 2009,2009,12, $15.00 , $1.55 , $29.36 , $30.91 ,1 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2007,2007,3, $30.00 , $3.00 , $57.00 , $60.00 ,2 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2008,2008,1, $30.00 , $3.05 , $57.85 , $60.90 ,2 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2009,2009,1, $30.00 , $3.10 , $58.72 , $61.82 ,2 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2009,2009,2, $30.00 , $3.10 , $58.72 , $61.82 ,2 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,NOV 2009,2009,11, $30.00 , $3.09 , $58.73 , $61.82 ,2 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2010,2010,1, $30.00 , $3.14 , $59.60 , $62.74 ,2 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2010,2010,2, $30.00 , $3.14 , $59.60 , $62.74 ,2 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2010,2010,3, $30.00 , $3.14 , $59.60 , $62.74 ,2 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2007,2007,2, $45.00 , $4.50 , $85.50 , $90.00 ,3 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,DEC 2007,2007,12, $45.00 , $4.50 , $85.50 , $90.00 ,3 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2008,2008,2, $45.00 , $4.57 , $86.78 , $91.35 ,3 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,APR 2009,2009,4, $45.00 , $4.64 , $88.09 , $92.73 ,3 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2007,2007,1, $60.00 , $6.00 , $114.00 , $120.00 ,4 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,SEP 2007,2007,9, $60.00 , $6.00 , $114.00 , $120.00 ,4 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,OCT 2007,2007,10, $60.00 , $6.00 , $114.00 , $120.00 ,4 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2009,2009,3, $60.00 , $6.19 , $117.45 , $123.64 ,4 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2009,2009,7, $60.00 , $6.18 , $117.46 , $123.64 ,4 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,SEP 2009,2009,9, $60.00 , $6.19 , $117.45 , $123.64 ,4 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,AUG 2008,2008,8, $75.00 , $7.61 , $144.64 , $152.25 ,5 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,OCT 2008,2008,10, $75.00 , $7.61 , $144.64 , $152.25 ,5 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2009,2009,6, $75.00 , $7.73 , $146.82 , $154.55 ,5 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2007,2007,6, $90.00 , $9.00 , $171.00 , $180.00 ,6 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2010,2010,5, $90.00 , $9.41 , $178.81 , $188.22 ,6 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,SEP 2008,2008,9, $105.00 , $10.66 , $202.49 , $213.15 ,7 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2010,2010,7, $105.00 , $10.99 , $208.60 , $219.59 ,7 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,APR 2007,2007,4, $120.00 , $12.00 , $228.00 , $240.00 ,8 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2007,2007,7, $120.00 , $12.00 , $228.00 , $240.00 ,8 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2008,2008,3, $120.00 , $12.18 , $231.42 , $243.60 ,8 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,AUG 2009,2009,8, $120.00 , $12.36 , $234.92 , $247.28 ,8 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2008,2008,6, $150.00 , $15.23 , $289.27 , $304.50 ,10 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2007,2007,5, $165.00 , $16.50 , $313.50 , $330.00 ,11 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,AUG 2007,2007,8, $195.00 , $19.50 , $370.50 , $390.00 ,13 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,APR 2008,2008,4, $195.00 , $19.80 , $376.05 , $395.85 ,13 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2008,2008,7, $210.00 , $21.32 , $404.98 , $426.30 ,14 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,APR 2010,2010,4, $210.00 , $21.96 , $417.22 , $439.18 ,14 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2009,2009,5, $270.00 , $27.82 , $528.56 , $556.38 ,18 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2008,2008,5, $300.00 , $30.45 , $578.55 , $609.00 ,20 
T-shirt,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2010,2010,6, $300.00 , $31.38 , $596.02 , $627.40 ,20 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,DEC 2007,2007,12, $10.00 , $1.00 , $19.00 , $20.00 ,1 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2008,2008,1, $10.00 , $1.02 , $19.28 , $20.30 ,1 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,OCT 2008,2008,10, $10.00 , $1.02 , $19.28 , $20.30 ,1 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,DEC 2009,2009,12, $10.00 , $1.03 , $19.57 , $20.60 ,1 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2010,2010,3, $10.00 , $1.05 , $19.86 , $20.91 ,1 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2007,2007,2, $20.00 , $2.00 , $38.00 , $40.00 ,2 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,NOV 2007,2007,11, $20.00 , $2.00 , $38.00 , $40.00 ,2 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,DEC 2008,2008,12, $20.00 , $2.04 , $38.56 , $40.60 ,2 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2009,2009,1, $20.00 , $2.06 , $39.14 , $41.20 ,2 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2009,2009,2, $20.00 , $2.06 , $39.14 , $41.20 ,2 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,NOV 2009,2009,11, $20.00 , $2.06 , $39.14 , $41.20 ,2 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2010,2010,1, $20.00 , $2.10 , $39.72 , $41.82 ,2 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2010,2010,2, $20.00 , $2.09 , $39.73 , $41.82 ,2 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2007,2007,1, $30.00 , $3.00 , $57.00 , $60.00 ,3 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2008,2008,2, $40.00 , $4.07 , $77.13 , $81.20 ,4 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2008,2008,3, $40.00 , $4.07 , $77.13 , $81.20 ,4 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2009,2009,6, $40.00 , $4.12 , $78.28 , $82.40 ,4 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2007,2007,3, $50.00 , $5.00 , $95.00 , $100.00 ,5 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,SEP 2007,2007,9, $50.00 , $5.00 , $95.00 , $100.00 ,5 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,SEP 2008,2008,9, $50.00 , $5.08 , $96.42 , $101.50 ,5 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2009,2009,3, $50.00 , $5.15 , $97.85 , $103.00 ,5 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2009,2009,7, $50.00 , $5.15 , $97.85 , $103.00 ,5 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,OCT 2009,2009,10, $50.00 , $5.15 , $97.85 , $103.00 ,5 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2010,2010,7, $50.00 , $5.24 , $99.31 , $104.55 ,5 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,APR 2008,2008,4, $60.00 , $6.10 , $115.70 , $121.80 ,6 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,APR 2010,2010,4, $60.00 , $6.29 , $119.17 , $125.46 ,6 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,AUG 2007,2007,8, $80.00 , $8.00 , $152.00 , $160.00 ,8 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,OCT 2007,2007,10, $80.00 , $8.00 , $152.00 , $160.00 ,8 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,APR 2009,2009,4, $80.00 , $8.24 , $156.56 , $164.80 ,8 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2009,2009,5, $80.00 , $8.24 , $156.56 , $164.80 ,8 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,AUG 2009,2009,8, $80.00 , $8.24 , $156.56 , $164.80 ,8 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,SEP 2009,2009,9, $80.00 , $8.24 , $156.56 , $164.80 ,8 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,AUG 2008,2008,8, $90.00 , $9.14 , $173.56 , $182.70 ,9 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,APR 2007,2007,4, $100.00 , $10.00 , $190.00 , $200.00 ,10 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2007,2007,5, $110.00 , $11.00 , $209.00 , $220.00 ,11 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2007,2007,7, $110.00 , $11.00 , $209.00 , $220.00 ,11 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2010,2010,5, $130.00 , $13.60 , $258.23 , $271.83 ,13 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2010,2010,6, $130.00 , $13.60 , $258.23 , $271.83 ,13 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2008,2008,7, $140.00 , $14.21 , $269.99 , $284.20 ,14 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2008,2008,6, $160.00 , $16.24 , $308.56 , $324.80 ,16 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2008,2008,5, $170.00 , $17.26 , $327.84 , $345.10 ,17 
Water Bottle,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2007,2007,6, $220.00 , $22.00 , $418.00 , $440.00 ,22 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,DEC 2008,2008,12, $18.00 , $1.83 , $34.71 , $36.54 ,2 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2008,2008,1, $27.00 , $2.74 , $52.07 , $54.81 ,3 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2009,2009,1, $27.00 , $2.78 , $52.84 , $55.62 ,3 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2010,2010,2, $27.00 , $2.82 , $53.64 , $56.46 ,3 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,DEC 2009,2009,12, $45.00 , $4.64 , $88.06 , $92.70 ,5 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2007,2007,2, $54.00 , $5.40 , $102.60 , $108.00 ,6 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2010,2010,1, $54.00 , $5.64 , $107.28 , $112.92 ,6 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2009,2009,2, $63.00 , $6.48 , $123.30 , $129.78 ,7 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,NOV 2009,2009,11, $63.00 , $6.49 , $123.29 , $129.78 ,7 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,SEP 2008,2008,9, $72.00 , $7.30 , $138.86 , $146.16 ,8 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2008,2008,7, $81.00 , $8.22 , $156.21 , $164.43 ,9 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,JUL 2010,2010,7, $90.00 , $9.41 , $178.79 , $188.20 ,10 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,JAN 2007,2007,1, $99.00 , $9.90 , $188.10 , $198.00 ,11 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,DEC 2007,2007,12, $99.00 , $9.90 , $188.10 , $198.00 ,11 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,FEB 2008,2008,2, $99.00 , $10.05 , $190.92 , $200.97 ,11 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,NOV 2007,2007,11, $108.00 , $10.80 , $205.20 , $216.00 ,12 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,OCT 2007,2007,10, $117.00 , $11.70 , $222.30 , $234.00 ,13 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,APR 2008,2008,4, $117.00 , $11.88 , $225.63 , $237.51 ,13 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2007,2007,3, $126.00 , $12.60 , $239.40 , $252.00 ,14 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,OCT 2009,2009,10, $126.00 , $12.97 , $246.59 , $259.56 ,14 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2010,2010,3, $135.00 , $14.11 , $268.19 , $282.30 ,15 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,OCT 2008,2008,10, $144.00 , $14.61 , $277.71 , $292.32 ,16 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2009,2009,3, $144.00 , $14.84 , $281.80 , $296.64 ,16 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,MAR 2008,2008,3, $153.00 , $15.53 , $295.06 , $310.59 ,17 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,SEP 2009,2009,9, $171.00 , $17.61 , $334.65 , $352.26 ,19 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,AUG 2008,2008,8, $189.00 , $19.18 , $364.49 , $383.67 ,21 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,SEP 2007,2007,9, $216.00 , $21.60 , $410.40 , $432.00 ,24 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,AUG 2007,2007,8, $225.00 , $22.50 , $427.50 , $450.00 ,25 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,APR 2009,2009,4, $234.00 , $24.10 , $457.94 , $482.04 ,26 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,AUG 2009,2009,8, $252.00 , $25.96 , $493.16 , $519.12 ,28 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2007,2007,5, $261.00 , $26.10 , $495.90 , $522.00 ,29 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,JUN 2009,2009,6, $261.00 , $26.89 , $510.77 , $537.66 ,29 
Water Bottle Cage,AS,ACC,Silicon Valley Bikes,US,US West,MAY 2008,2008,5, $279.00 , $28.32 , $538.05 , $566.37 ,31 
