alternate,bar,weekend,hungry,price,raining,reservation,type,wait_estimate,will_wait,average_spending
No,Yes,Yes,Yes,$$$,Yes,Yes,Italian,>60,Yes,627
No,No,Yes,Yes,$,No,No,French,10-30,No,0
No,No,No,No,$,Yes,No,Italian,>60,No,0
Yes,Yes,No,Yes,$,Yes,No,Italian,10-30,Yes,119
Yes,Yes,Yes,Yes,$,Yes,No,Burger,30-60,Yes,26
No,Yes,Yes,No,$,No,No,French,10-30,Yes,380
Yes,No,Yes,No,$,No,No,Italian,10-30,Yes,26
Yes,No,Yes,Yes,$,Yes,No,Burger,>60,No,0
Yes,No,No,Yes,$$,No,No,Italian,>60,No,0
No,No,No,Yes,$$$,Yes,No,Italian,>60,Yes,229
No,No,Yes,Yes,$,No,No,Thai,30-60,No,0
Yes,No,No,Yes,$$,Yes,Yes,Burger,>60,No,0
Yes,Yes,Yes,Yes,$,Yes,Yes,French,30-60,Yes,26
Yes,Yes,Yes,No,$,Yes,No,Italian,30-60,Yes,26
Yes,No,Yes,No,$,No,No,Italian,0-10,Yes,26
No,No,No,No,$,No,No,Italian,>60,No,0
Yes,No,Yes,No,$,No,No,Thai,10-30,Yes,89
No,Yes,Yes,No,$$,Yes,No,French,>60,No,0
No,Yes,Yes,No,$,No,No,Italian,>60,No,0
No,Yes,Yes,Yes,$,No,No,Burger,10-30,Yes,220
Yes,Yes,Yes,No,$$,No,Yes,French,10-30,Yes,174
No,No,No,Yes,$,No,No,Italian,30-60,No,0
No,Yes,Yes,Yes,$,No,No,Italian,10-30,Yes,175
Yes,Yes,Yes,No,$,Yes,Yes,Italian,0-10,No,0
Yes,No,Yes,No,$,No,No,Italian,>60,Yes,26
Yes,No,No,No,$$,No,Yes,Italian,>60,No,0
No,No,No,Yes,$,Yes,No,Italian,10-30,Yes,20
Yes,Yes,Yes,Yes,$$,Yes,Yes,Italian,10-30,Yes,402
No,No,No,Yes,$,Yes,No,Italian,10-30,Yes,222
No,Yes,No,Yes,$,No,No,Burger,30-60,Yes,31
Yes,Yes,Yes,Yes,$,Yes,Yes,Burger,30-60,Yes,26
No,Yes,Yes,Yes,$,No,Yes,French,>60,Yes,277
No,Yes,No,No,$,Yes,No,Burger,30-60,Yes,61
No,No,Yes,No,$,No,Yes,Burger,>60,Yes,266
No,No,Yes,Yes,$,Yes,No,Burger,>60,No,0
Yes,Yes,Yes,Yes,$,No,No,Thai,30-60,Yes,26
No,No,Yes,No,$$,Yes,Yes,Burger,30-60,No,0
Yes,Yes,No,No,$,Yes,No,Burger,0-10,Yes,54
No,Yes,Yes,Yes,$$,No,Yes,French,10-30,No,0
No,No,No,No,$$,No,No,Burger,0-10,No,0
Yes,No,Yes,Yes,$,No,No,Italian,>60,No,0
No,Yes,Yes,No,$,Yes,No,Thai,>60,No,0
No,No,No,No,$,No,No,Burger,30-60,No,0
No,Yes,Yes,Yes,$,Yes,Yes,French,0-10,Yes,105
No,No,No,Yes,$,No,No,Italian,10-30,Yes,20
No,Yes,No,No,$,No,No,Italian,30-60,Yes,20
No,Yes,Yes,Yes,$,Yes,No,Italian,30-60,No,0
Yes,No,Yes,No,$,No,No,Italian,>60,No,0
Yes,No,No,Yes,$,Yes,No,Italian,10-30,Yes,184
Yes,Yes,Yes,No,$,No,No,Burger,>60,No,0
No,No,No,Yes,$,No,Yes,Italian,30-60,Yes,242
No,No,No,Yes,$$,No,No,Italian,0-10,Yes,466
No,Yes,No,No,$$,Yes,Yes,Italian,10-30,No,0
Yes,Yes,No,No,$,No,No,Italian,30-60,No,0
No,No,No,Yes,$$,No,No,French,30-60,No,0
Yes,No,Yes,Yes,$,Yes,No,Thai,>60,No,0
No,Yes,Yes,Yes,$,No,No,French,10-30,Yes,35
No,Yes,Yes,No,$,No,No,Italian,30-60,Yes,196
No,Yes,Yes,Yes,$,Yes,No,Italian,0-10,Yes,26
Yes,Yes,Yes,Yes,$$,Yes,Yes,Italian,30-60,Yes,31
No,Yes,No,No,$$$,No,Yes,Burger,10-30,Yes,30
Yes,Yes,No,Yes,$$,Yes,No,Burger,30-60,No,0
No,Yes,No,Yes,$,Yes,No,Italian,>60,No,0
No,Yes,Yes,Yes,$,Yes,Yes,Thai,30-60,Yes,26
Yes,No,No,Yes,$,No,No,Italian,30-60,No,0
No,No,Yes,No,$$,No,Yes,Italian,10-30,Yes,85
No,No,Yes,No,$,Yes,No,French,30-60,Yes,26
No,Yes,Yes,Yes,$$,No,Yes,Burger,30-60,Yes,484
No,No,Yes,Yes,$,Yes,Yes,Italian,0-10,Yes,256
Yes,Yes,No,Yes,$$,Yes,Yes,Italian,0-10,Yes,158
Yes,No,No,No,$,Yes,No,Italian,10-30,Yes,131
No,Yes,Yes,Yes,$$,No,No,Burger,0-10,Yes,129
No,Yes,No,Yes,$,Yes,No,Burger,10-30,Yes,70
Yes,No,No,Yes,$$,Yes,Yes,Italian,10-30,Yes,124
No,Yes,Yes,Yes,$$,Yes,No,Burger,30-60,Yes,302
Yes,No,Yes,No,$$,Yes,Yes,Italian,0-10,Yes,31
No,No,Yes,Yes,$,Yes,No,Italian,0-10,Yes,191
Yes,No,Yes,Yes,$$,Yes,No,Burger,>60,No,0
Yes,No,Yes,No,$$$,Yes,No,Italian,0-10,No,0
Yes,No,Yes,No,$,No,Yes,French,0-10,Yes,32
Yes,No,No,No,$,No,No,Italian,>60,Yes,20
No,No,Yes,Yes,$$,Yes,No,Burger,0-10,Yes,31
No,No,Yes,Yes,$,Yes,No,Italian,30-60,No,0
Yes,No,Yes,Yes,$,Yes,No,Burger,>60,No,0
Yes,Yes,Yes,No,$,Yes,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$,No,Yes,Thai,0-10,Yes,26
Yes,No,Yes,No,$,Yes,No,Burger,30-60,Yes,26
No,Yes,No,Yes,$,No,No,Italian,30-60,Yes,146
Yes,Yes,Yes,Yes,$$,No,Yes,French,0-10,No,0
Yes,No,Yes,No,$$$,Yes,Yes,Thai,10-30,Yes,839
Yes,No,No,Yes,$$,Yes,No,Italian,10-30,Yes,192
Yes,Yes,No,No,$$,Yes,Yes,French,0-10,Yes,290
Yes,No,Yes,No,$,No,No,Italian,10-30,Yes,314
Yes,No,Yes,Yes,$,No,Yes,Italian,10-30,No,0
Yes,No,Yes,No,$,No,No,Italian,30-60,Yes,26
No,Yes,Yes,Yes,$$,No,No,French,0-10,Yes,667
Yes,No,Yes,No,$,Yes,No,Burger,0-10,No,0
Yes,Yes,Yes,Yes,$,Yes,Yes,Burger,30-60,Yes,26
Yes,No,No,No,$,Yes,No,Italian,>60,No,0
No,No,No,Yes,$,Yes,No,Italian,0-10,Yes,21
No,Yes,Yes,No,$,No,No,Italian,30-60,Yes,26
No,No,Yes,Yes,$$,Yes,Yes,Italian,10-30,Yes,160
Yes,Yes,Yes,Yes,$,No,No,Italian,10-30,No,0
Yes,Yes,Yes,Yes,$$,Yes,No,French,30-60,Yes,155
Yes,No,Yes,Yes,$,Yes,Yes,Burger,0-10,Yes,26
No,No,No,No,$,No,No,French,0-10,Yes,20
Yes,Yes,No,No,$$$,No,No,Italian,10-30,Yes,93
No,Yes,Yes,No,$,No,No,Thai,0-10,No,0
No,No,No,No,$,Yes,No,Thai,30-60,Yes,218
No,No,Yes,Yes,$,No,No,Italian,0-10,Yes,96
No,No,Yes,No,$,Yes,No,Italian,>60,No,0
No,No,Yes,Yes,$$,Yes,Yes,Italian,30-60,Yes,335
Yes,No,Yes,Yes,$,Yes,No,Italian,>60,Yes,470
Yes,Yes,Yes,No,$$,Yes,Yes,Italian,10-30,Yes,306
No,Yes,Yes,Yes,$,No,No,Italian,0-10,Yes,431
Yes,Yes,No,Yes,$,No,No,French,10-30,Yes,192
Yes,Yes,Yes,Yes,$$$,No,Yes,French,10-30,Yes,611
No,No,Yes,Yes,$,Yes,No,Italian,0-10,Yes,166
No,Yes,Yes,No,$,Yes,No,Burger,>60,No,0
Yes,No,Yes,No,$,No,No,Burger,>60,No,0
Yes,No,No,Yes,$$$,Yes,No,Italian,>60,Yes,231
Yes,No,Yes,No,$$$,Yes,Yes,Italian,10-30,Yes,39
Yes,No,No,Yes,$,No,No,Italian,>60,No,0
No,No,Yes,Yes,$,Yes,No,Thai,10-30,Yes,117
Yes,Yes,Yes,No,$$,No,Yes,French,>60,No,0
No,No,Yes,Yes,$,Yes,No,Italian,30-60,Yes,97
No,No,No,Yes,$$,No,Yes,Thai,10-30,Yes,344
Yes,No,No,No,$$$,No,No,Italian,0-10,Yes,324
Yes,Yes,Yes,No,$,No,No,Italian,0-10,No,0
Yes,No,Yes,No,$$,Yes,Yes,Burger,>60,No,0
No,No,Yes,No,$,No,Yes,Italian,10-30,Yes,27
No,No,Yes,No,$$$,Yes,Yes,Italian,30-60,Yes,58
No,Yes,Yes,No,$,Yes,No,Burger,>60,Yes,26
No,No,Yes,No,$,No,Yes,Thai,10-30,Yes,239
Yes,Yes,Yes,Yes,$$,No,No,Italian,>60,No,0
No,Yes,Yes,No,$,Yes,No,Italian,10-30,Yes,38
No,No,Yes,No,$$,No,Yes,Burger,10-30,Yes,55
Yes,Yes,Yes,Yes,$$,No,Yes,Italian,30-60,Yes,31
No,Yes,Yes,Yes,$$,No,Yes,Italian,30-60,Yes,125
No,No,Yes,No,$,Yes,Yes,Burger,30-60,Yes,26
Yes,No,Yes,Yes,$$,Yes,No,Italian,0-10,Yes,376
No,No,No,No,$,No,No,Italian,>60,No,0
No,No,No,No,$,Yes,Yes,Thai,10-30,Yes,199
No,Yes,Yes,Yes,$$,No,Yes,Italian,>60,No,0
No,Yes,Yes,No,$$$,No,Yes,Italian,30-60,Yes,873
Yes,No,Yes,Yes,$$,No,Yes,Italian,0-10,Yes,154
No,No,Yes,Yes,$,No,No,Burger,10-30,Yes,84
Yes,No,No,No,$$,Yes,No,Italian,>60,No,0
No,Yes,No,No,$$$,No,Yes,Burger,>60,Yes,30
Yes,No,Yes,No,$,Yes,No,Italian,10-30,Yes,26
Yes,Yes,Yes,No,$,No,No,Thai,>60,No,0
Yes,Yes,Yes,Yes,$,Yes,Yes,Italian,30-60,Yes,116
No,Yes,No,Yes,$,No,No,Italian,30-60,Yes,370
No,Yes,Yes,No,$,Yes,No,Italian,>60,No,0
No,No,Yes,Yes,$,Yes,No,Italian,30-60,Yes,27
Yes,No,No,No,$$,No,No,Italian,30-60,No,0
No,No,Yes,No,$,No,No,Italian,30-60,Yes,26
No,Yes,Yes,No,$$$,Yes,Yes,French,>60,Yes,39
No,Yes,No,Yes,$,No,Yes,Burger,0-10,Yes,202
No,No,Yes,No,$,Yes,No,Italian,>60,No,0
Yes,Yes,No,Yes,$,No,No,Italian,0-10,No,0
Yes,Yes,No,No,$$$,No,No,French,10-30,Yes,324
No,Yes,No,Yes,$,No,No,Italian,30-60,Yes,254
No,No,Yes,No,$,No,No,Italian,10-30,Yes,260
No,No,Yes,No,$$,No,No,Italian,30-60,No,0
Yes,No,Yes,Yes,$,No,No,Italian,0-10,Yes,168
No,Yes,Yes,Yes,$$,Yes,No,Italian,>60,No,0
Yes,No,Yes,No,$,Yes,No,Burger,10-30,Yes,486
Yes,No,Yes,Yes,$$,Yes,No,Thai,>60,No,0
No,No,Yes,No,$,Yes,No,Burger,0-10,Yes,26
No,Yes,Yes,Yes,$,Yes,No,Thai,10-30,Yes,150
No,Yes,No,Yes,$,No,Yes,Italian,>60,No,0
Yes,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,55
Yes,Yes,Yes,Yes,$$,Yes,Yes,Italian,>60,Yes,226
No,Yes,Yes,No,$$,No,Yes,Italian,10-30,Yes,340
Yes,No,No,Yes,$$,Yes,Yes,Thai,10-30,Yes,178
No,No,Yes,Yes,$,No,Yes,Thai,>60,Yes,284
No,Yes,Yes,Yes,$$,Yes,Yes,Italian,>60,No,0
Yes,Yes,Yes,No,$,Yes,No,Thai,10-30,Yes,142
Yes,No,No,Yes,$,Yes,No,Burger,10-30,Yes,121
Yes,Yes,No,Yes,$,No,No,Italian,0-10,Yes,317
Yes,Yes,Yes,Yes,$$,No,Yes,Italian,0-10,Yes,283
No,Yes,Yes,Yes,$,Yes,No,Italian,30-60,Yes,250
No,Yes,Yes,Yes,$,Yes,Yes,Italian,10-30,Yes,135
No,Yes,Yes,Yes,$$,No,No,French,0-10,Yes,31
Yes,No,No,No,$,No,Yes,Italian,30-60,No,0
No,No,Yes,No,$$,Yes,Yes,Burger,0-10,Yes,186
Yes,Yes,Yes,No,$$$,No,Yes,Burger,0-10,Yes,503
Yes,Yes,Yes,No,$,No,Yes,Thai,>60,No,0
Yes,No,Yes,No,$$,Yes,No,Burger,0-10,Yes,51
No,Yes,Yes,No,$,No,No,Burger,30-60,Yes,312
Yes,No,Yes,Yes,$,Yes,No,Burger,10-30,Yes,26
Yes,Yes,Yes,Yes,$$,Yes,No,Thai,>60,No,0
Yes,No,Yes,Yes,$$$,No,Yes,Italian,>60,Yes,433
Yes,No,Yes,Yes,$,Yes,Yes,Italian,0-10,Yes,486
Yes,Yes,No,Yes,$,No,No,French,10-30,No,0
Yes,Yes,Yes,No,$,No,No,Thai,>60,No,0
Yes,No,Yes,Yes,$$$,No,Yes,Italian,10-30,Yes,651
Yes,Yes,Yes,No,$$$,No,Yes,French,0-10,Yes,626
Yes,No,Yes,Yes,$,No,No,Italian,10-30,No,0
Yes,Yes,Yes,Yes,$$,Yes,No,Italian,10-30,Yes,226
Yes,Yes,Yes,No,$$,No,No,Burger,10-30,Yes,31
Yes,Yes,No,No,$,Yes,No,Italian,30-60,No,0
No,No,Yes,No,$,Yes,No,Thai,30-60,No,0
No,No,No,No,$,Yes,No,French,0-10,Yes,74
Yes,Yes,Yes,No,$$,Yes,No,Burger,0-10,No,0
Yes,No,Yes,Yes,$,No,No,Burger,0-10,Yes,494
Yes,Yes,No,No,$$,Yes,No,Italian,0-10,Yes,354
No,No,Yes,Yes,$$$,No,Yes,Thai,0-10,Yes,297
No,Yes,Yes,Yes,$,Yes,No,Burger,>60,No,0
No,No,Yes,Yes,$$,Yes,Yes,Burger,30-60,Yes,31
Yes,No,Yes,No,$,No,No,Italian,0-10,Yes,48
Yes,No,Yes,No,$$$,No,Yes,Burger,0-10,Yes,438
Yes,No,Yes,No,$$,No,Yes,Italian,>60,No,0
Yes,No,No,Yes,$$,Yes,Yes,Italian,>60,No,0
No,No,Yes,Yes,$$$,No,Yes,Burger,0-10,Yes,121
Yes,Yes,No,Yes,$,No,Yes,Burger,>60,No,0
No,Yes,No,No,$,No,No,Italian,>60,No,0
No,No,Yes,No,$$,Yes,Yes,Italian,30-60,Yes,31
Yes,Yes,Yes,Yes,$,Yes,Yes,Italian,10-30,Yes,48
No,No,Yes,Yes,$$$,Yes,Yes,Burger,0-10,Yes,125
No,Yes,Yes,Yes,$$,No,No,Burger,30-60,Yes,444
No,Yes,Yes,Yes,$,Yes,Yes,Burger,10-30,Yes,227
No,Yes,No,Yes,$,Yes,Yes,Italian,30-60,Yes,20
Yes,Yes,Yes,No,$,No,No,Burger,10-30,Yes,26
Yes,No,No,No,$,No,Yes,Burger,>60,No,0
No,Yes,Yes,No,$,No,No,Italian,30-60,Yes,70
Yes,Yes,Yes,Yes,$$,No,No,Italian,0-10,Yes,31
No,Yes,Yes,No,$,Yes,Yes,French,>60,No,0
Yes,No,Yes,Yes,$,No,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$,No,Yes,Thai,10-30,No,0
Yes,No,No,Yes,$,No,No,Italian,30-60,No,0
Yes,No,Yes,Yes,$$$,Yes,No,Italian,10-30,Yes,357
Yes,Yes,Yes,No,$,Yes,No,Thai,0-10,Yes,26
No,No,Yes,No,$,No,No,Burger,0-10,Yes,26
Yes,Yes,No,Yes,$$,No,No,Italian,>60,No,0
No,Yes,Yes,Yes,$,Yes,No,Burger,30-60,Yes,82
No,Yes,No,Yes,$,No,No,Burger,>60,Yes,20
Yes,Yes,No,No,$$$,No,No,Thai,0-10,Yes,30
No,Yes,Yes,No,$$,No,Yes,Italian,30-60,Yes,36
Yes,Yes,Yes,Yes,$,No,No,Burger,0-10,Yes,61
No,Yes,No,Yes,$$,No,Yes,Italian,30-60,Yes,209
No,No,Yes,No,$,Yes,No,Italian,>60,No,0
Yes,No,Yes,No,$,Yes,Yes,Italian,>60,No,0
Yes,Yes,Yes,Yes,$$,Yes,Yes,Italian,0-10,Yes,413
Yes,Yes,Yes,Yes,$$$,Yes,Yes,Burger,>60,Yes,39
Yes,No,No,Yes,$,No,No,French,>60,No,0
No,Yes,No,Yes,$,Yes,No,Italian,>60,No,0
Yes,No,Yes,No,$,Yes,No,Thai,10-30,Yes,26
No,No,No,Yes,$$$,Yes,Yes,Italian,10-30,No,0
No,Yes,No,No,$$,No,Yes,Italian,0-10,Yes,307
No,Yes,Yes,No,$$,Yes,No,Italian,>60,Yes,238
No,No,No,No,$,No,No,Italian,>60,No,0
No,No,Yes,No,$$,No,No,Italian,10-30,No,0
No,Yes,Yes,Yes,$$,Yes,No,French,10-30,Yes,53
Yes,Yes,Yes,Yes,$,Yes,No,Burger,30-60,Yes,26
No,No,Yes,Yes,$,No,No,Italian,>60,No,0
No,No,No,Yes,$,Yes,No,Burger,0-10,Yes,20
No,No,Yes,No,$,Yes,No,Burger,0-10,Yes,266
Yes,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,26
Yes,Yes,Yes,Yes,$,Yes,No,Italian,10-30,Yes,26
No,Yes,No,Yes,$,Yes,No,Italian,10-30,Yes,275
Yes,No,Yes,No,$$,No,No,Italian,30-60,Yes,158
No,No,Yes,Yes,$,Yes,Yes,Burger,30-60,Yes,276
Yes,Yes,No,No,$$$,Yes,Yes,Italian,10-30,Yes,83
No,No,No,No,$$,Yes,No,Italian,0-10,Yes,273
Yes,No,No,Yes,$,Yes,No,Thai,30-60,No,0
Yes,No,Yes,No,$,No,No,Burger,>60,No,0
Yes,No,No,Yes,$$,No,Yes,Burger,0-10,Yes,24
No,No,Yes,Yes,$,Yes,No,Italian,10-30,Yes,26
No,Yes,Yes,No,$$$,Yes,Yes,Burger,10-30,Yes,116
No,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,26
Yes,Yes,Yes,Yes,$,Yes,Yes,Burger,10-30,Yes,321
Yes,Yes,Yes,No,$,Yes,Yes,Thai,0-10,Yes,199
No,Yes,Yes,Yes,$$,Yes,No,Italian,30-60,Yes,77
Yes,No,Yes,No,$$,Yes,Yes,Italian,30-60,Yes,144
No,No,Yes,Yes,$,Yes,No,Burger,10-30,Yes,382
No,No,No,Yes,$,Yes,Yes,Burger,0-10,Yes,20
No,Yes,No,No,$,No,No,Italian,10-30,Yes,207
No,No,No,Yes,$,Yes,No,Italian,0-10,Yes,120
Yes,No,Yes,Yes,$,No,No,Burger,0-10,Yes,643
Yes,No,No,No,$,Yes,Yes,Burger,30-60,No,0
Yes,Yes,Yes,No,$,No,No,Italian,>60,No,0
No,No,Yes,No,$,Yes,No,Italian,10-30,Yes,66
Yes,No,No,No,$$,No,Yes,Italian,10-30,Yes,209
No,Yes,Yes,No,$,Yes,No,Thai,30-60,Yes,26
No,Yes,Yes,No,$$,Yes,No,Burger,10-30,Yes,31
No,No,Yes,No,$,Yes,No,Thai,0-10,Yes,124
No,Yes,Yes,No,$$,Yes,Yes,Italian,0-10,Yes,196
No,No,Yes,Yes,$,Yes,No,Italian,10-30,Yes,26
No,Yes,No,Yes,$$$,No,Yes,French,30-60,Yes,30
Yes,No,No,Yes,$$$,Yes,Yes,Burger,0-10,No,0
Yes,No,Yes,No,$$,No,No,Burger,10-30,Yes,282
Yes,Yes,Yes,Yes,$$$,Yes,No,French,10-30,Yes,39
Yes,Yes,No,Yes,$$$,Yes,Yes,Italian,0-10,Yes,30
No,Yes,No,Yes,$,No,Yes,Burger,0-10,Yes,257
No,Yes,Yes,Yes,$$$,Yes,Yes,Italian,10-30,Yes,420
Yes,No,Yes,Yes,$,No,No,Italian,0-10,Yes,125
Yes,Yes,Yes,No,$,No,No,French,>60,No,0
Yes,No,Yes,No,$$$,Yes,Yes,Burger,30-60,Yes,260
Yes,No,No,Yes,$,No,No,Thai,0-10,Yes,65
Yes,No,Yes,No,$,No,No,Italian,30-60,Yes,26
Yes,Yes,No,Yes,$$$,No,Yes,French,30-60,Yes,36
Yes,No,Yes,No,$,No,Yes,Thai,0-10,Yes,26
Yes,No,Yes,Yes,$,Yes,No,French,30-60,Yes,26
No,Yes,Yes,Yes,$$,Yes,No,Burger,10-30,Yes,519
No,No,Yes,Yes,$$,Yes,Yes,Burger,10-30,Yes,157
No,No,No,No,$$,No,No,Italian,10-30,Yes,197
No,No,Yes,No,$$,No,Yes,Burger,>60,No,0
Yes,Yes,Yes,Yes,$,Yes,No,Italian,10-30,Yes,453
No,No,Yes,Yes,$,Yes,Yes,Italian,10-30,Yes,239
Yes,No,No,Yes,$$,No,No,Italian,0-10,Yes,31
No,No,No,No,$$,Yes,No,Italian,10-30,Yes,390
Yes,Yes,Yes,No,$,No,No,Burger,0-10,No,0
Yes,Yes,Yes,No,$,Yes,No,Thai,>60,No,0
No,Yes,No,No,$,Yes,No,Burger,10-30,Yes,41
No,No,Yes,Yes,$$,Yes,Yes,Burger,>60,No,0
Yes,No,No,No,$$$,Yes,Yes,Italian,10-30,Yes,30
Yes,No,No,Yes,$,No,No,Burger,30-60,No,0
Yes,No,No,Yes,$,No,No,Italian,30-60,No,0
No,No,No,No,$,Yes,No,Burger,10-30,Yes,20
No,Yes,Yes,Yes,$$$,No,Yes,French,30-60,Yes,39
Yes,No,Yes,Yes,$$$,No,Yes,Burger,30-60,Yes,39
No,No,No,No,$$,No,Yes,Italian,0-10,Yes,24
Yes,Yes,Yes,Yes,$,No,No,French,>60,No,0
No,Yes,Yes,No,$,Yes,No,Burger,10-30,Yes,162
No,No,Yes,Yes,$,No,No,Italian,0-10,Yes,26
No,Yes,Yes,Yes,$$$,Yes,Yes,Italian,>60,No,0
No,Yes,Yes,Yes,$,Yes,No,Burger,>60,No,0
No,Yes,Yes,Yes,$$,No,Yes,Italian,>60,No,0
Yes,No,Yes,Yes,$,Yes,No,Italian,30-60,Yes,26
Yes,Yes,No,Yes,$,Yes,No,Italian,30-60,No,0
No,No,Yes,No,$$,Yes,No,Burger,0-10,Yes,549
Yes,Yes,Yes,Yes,$$,Yes,No,Burger,>60,No,0
Yes,No,Yes,Yes,$$,No,No,Italian,0-10,Yes,516
No,No,Yes,Yes,$$,Yes,No,Thai,30-60,No,0
Yes,No,Yes,No,$,No,No,Italian,30-60,Yes,225
No,Yes,Yes,Yes,$,No,No,Burger,10-30,Yes,318
Yes,Yes,Yes,Yes,$$,Yes,Yes,Burger,30-60,Yes,119
Yes,Yes,Yes,No,$,Yes,No,Italian,0-10,Yes,26
Yes,No,Yes,Yes,$,No,No,Thai,0-10,Yes,229
Yes,Yes,No,No,$$$,No,No,Burger,0-10,Yes,30
Yes,Yes,No,No,$$,Yes,Yes,Italian,>60,No,0
Yes,No,Yes,No,$$,No,Yes,Italian,0-10,No,0
Yes,Yes,No,No,$,Yes,No,Burger,30-60,No,0
No,No,Yes,Yes,$$,No,Yes,Italian,0-10,Yes,432
No,Yes,Yes,No,$$$,No,Yes,Italian,30-60,Yes,245
No,No,Yes,No,$$,Yes,Yes,Burger,30-60,Yes,106
No,No,Yes,Yes,$,No,No,Thai,10-30,Yes,163
Yes,Yes,Yes,No,$,No,No,Italian,10-30,Yes,26
Yes,No,Yes,No,$$,No,Yes,Thai,0-10,Yes,346
Yes,Yes,Yes,No,$$,Yes,Yes,Burger,10-30,Yes,204
No,Yes,Yes,Yes,$,Yes,Yes,French,10-30,Yes,523
No,Yes,Yes,No,$,No,No,Italian,>60,No,0
No,Yes,Yes,No,$$,No,Yes,Thai,>60,No,0
Yes,No,Yes,Yes,$$,No,Yes,Italian,30-60,Yes,31
No,No,Yes,No,$,Yes,No,Burger,30-60,Yes,26
Yes,No,No,Yes,$,No,No,Italian,10-30,No,0
No,Yes,No,No,$$,Yes,Yes,Italian,>60,No,0
Yes,Yes,Yes,Yes,$,No,No,French,>60,No,0
No,No,Yes,Yes,$,Yes,No,Italian,10-30,Yes,26
Yes,No,Yes,Yes,$,Yes,No,Italian,10-30,Yes,371
No,Yes,No,Yes,$,Yes,Yes,Burger,10-30,Yes,47
No,Yes,Yes,Yes,$$,No,No,Italian,10-30,Yes,90
Yes,Yes,Yes,Yes,$$,Yes,Yes,Italian,10-30,Yes,56
Yes,No,Yes,No,$$,No,No,Thai,>60,No,0
No,Yes,Yes,Yes,$$$,No,Yes,Burger,>60,Yes,334
Yes,No,Yes,No,$,No,Yes,Burger,>60,No,0
No,Yes,No,Yes,$,No,No,Italian,0-10,Yes,246
Yes,No,Yes,No,$,Yes,No,Italian,10-30,No,0
No,Yes,Yes,Yes,$$,Yes,No,French,30-60,Yes,429
Yes,No,Yes,Yes,$,Yes,No,Burger,30-60,Yes,168
No,No,Yes,No,$,Yes,No,Italian,0-10,Yes,26
No,No,Yes,Yes,$,No,No,Italian,10-30,Yes,397
No,Yes,No,No,$$,Yes,No,Italian,0-10,Yes,158
Yes,No,No,No,$$,Yes,No,French,0-10,No,0
No,No,Yes,Yes,$,No,No,Burger,10-30,Yes,26
Yes,Yes,Yes,No,$$$,No,Yes,Italian,30-60,Yes,39
Yes,No,No,Yes,$$,No,No,Italian,>60,No,0
Yes,No,Yes,No,$,No,No,Burger,0-10,No,0
No,Yes,Yes,Yes,$,No,No,Italian,0-10,Yes,254
Yes,No,No,Yes,$,Yes,No,Italian,0-10,Yes,204
Yes,Yes,No,Yes,$$,No,Yes,Italian,0-10,Yes,24
Yes,No,Yes,Yes,$,Yes,No,Burger,0-10,Yes,26
No,Yes,Yes,No,$,No,No,Burger,>60,No,0
Yes,No,No,No,$$,Yes,No,Italian,30-60,No,0
Yes,No,No,Yes,$$$,No,No,Burger,10-30,Yes,318
Yes,No,Yes,Yes,$$,Yes,No,Italian,30-60,Yes,308
Yes,Yes,No,Yes,$,Yes,No,Italian,>60,No,0
No,No,Yes,Yes,$$,No,No,Italian,30-60,Yes,35
No,No,Yes,No,$$,No,Yes,Italian,10-30,Yes,251
Yes,Yes,Yes,Yes,$$,Yes,Yes,Burger,0-10,Yes,31
Yes,Yes,Yes,Yes,$$,No,No,Burger,10-30,No,0
Yes,Yes,Yes,No,$$,No,No,Italian,0-10,Yes,471
Yes,No,No,Yes,$$,Yes,Yes,Burger,>60,No,0
No,No,Yes,No,$,Yes,No,Thai,10-30,Yes,83
No,No,Yes,Yes,$,No,No,Burger,>60,No,0
No,Yes,Yes,No,$,Yes,No,Thai,30-60,Yes,235
No,Yes,Yes,Yes,$$,Yes,Yes,Burger,>60,Yes,408
Yes,No,Yes,No,$,No,No,French,10-30,Yes,145
Yes,No,No,No,$,No,No,Burger,30-60,No,0
No,Yes,Yes,Yes,$,No,No,Burger,>60,No,0
No,Yes,Yes,Yes,$$$,No,Yes,Burger,10-30,Yes,96
Yes,Yes,Yes,Yes,$,No,Yes,Burger,>60,No,0
Yes,No,Yes,Yes,$,No,No,Burger,10-30,No,0
Yes,Yes,Yes,No,$,No,No,Italian,0-10,Yes,69
Yes,Yes,No,No,$,No,No,French,10-30,Yes,34
Yes,Yes,No,No,$$$,No,Yes,Italian,>60,No,0
No,Yes,No,Yes,$$$,Yes,No,Italian,0-10,Yes,30
No,No,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,Yes,Yes,No,$$,Yes,No,Burger,30-60,Yes,31
Yes,No,Yes,Yes,$$,No,Yes,Burger,>60,No,0
No,No,Yes,No,$,Yes,Yes,Burger,0-10,Yes,429
Yes,Yes,Yes,No,$,Yes,No,Italian,0-10,Yes,26
