ID,Responded,Previous,ControlPackage,PostalCode,Age,Income,Education,Reside,Gender,Married,Children,Region,Sequence
9089, ,No, ,74360,37,50-74,Post-graduate,5,Female,Yes,1,South,2310
9090, ,No, ,10870,47,25-49,College,6,Male,Yes,3,East,7822
9091,No,No,Control,60990,29,<25,Some college,5,Female,No,0,North,5231
9092, ,No, ,12160,29,<25,College,10,Male,No,0,East,9941
9093, ,No, ,60560,54,<25,Some high school or less,9,Male,No,0,North,6985
9094,No,No,Control,73970,43,25-49,Some high school or less,12,Male,Yes,2,South,2782
9095,No,No,Test,61400,20,<25,High school,9,Female,No,0,North,5332
9096, ,No, ,93970,42,25-49,College,17,Female,Yes,2,West,821
9097, ,No, ,59930,58,75+,College,8,Female,Yes,2,North,5619
9098, ,No, ,95010,51,50-74,High school,10,Male,Yes,3,West,4822
9099, ,No, ,62240,46,75+,High school,9,Male,Yes,2,North,6735
9100, ,No, ,62060,48,75+,Post-graduate,14,Male,Yes,0,North,6707
9101, ,No, ,11460,45,25-49,Post-graduate,14,Female,Yes,2,East,8937
9102,No,No,Control,11370,35,<25,Post-graduate,4,Female,No,0,East,8889
9103,Yes,No,Control,94570,35,50-74,Some high school or less,12,Female,Yes,1,West,963
9104, ,No, ,75920,32,<25,Post-graduate,3,Male,No,0,South,3995
9105, ,No, ,74020,53,75+,High school,12,Female,No,1,South,1697
9106,Yes,No,Test,94300,44,50-74,Some college,8,Female,No,2,West,901
9107, ,No, ,74650,51,75+,Some high school or less,12,Male,No,0,South,3631
9108,No,No,Test,60060,23,25-49,Some college,10,Male,No,0,North,6854
9109, ,No, ,74290,40,75+,Some high school or less,12,Male,No,0,South,3534
9110, ,No, ,96640,50,50-74,Post-graduate,10,Female,No,2,West,1470
9111, ,No, ,11700,30,75+,High school,10,Female,No,0,East,9328
9112,No,No,Test,93560,38,25-49,College,12,Male,Yes,1,West,123
9113, ,No, ,74970,27,75+,Some college,7,Male,No,0,South,3732
9114, ,No, ,61440,48,25-49,Post-graduate,6,Female,No,1,North,5343
9115, ,No, ,12040,36,25-49,Some high school or less,12,Male,No,0,East,9918
9116, ,No, ,95620,44,75+,Post-graduate,12,Female,Yes,0,West,1223
9117,No,No,Test,60420,65,75+,Post-graduate,8,Male,Yes,3,North,6316
9118, ,No, ,11790,49,50-74,High school,9,Male,Yes,2,East,7910
9119, ,No, ,62240,39,25-49,High school,12,Female,No,1,North,5530
9120,No,No,Control,75370,44,50-74,Post-graduate,9,Male,Yes,0,South,3146
9121, ,No, ,96220,39,<25,College,8,Male,No,0,West,368
9122,No,No,Test,61290,30,25-49,High school,11,Male,No,0,North,7154
9123, ,No, ,60330,41,50-74,College,10,Female,No,1,North,5082
9124, ,No, ,60400,45,75+,College,13,Female,Yes,2,North,5735
9125, ,No, ,61570,44,50-74,Some high school or less,11,Male,No,0,North,7230
9126, ,No, ,75410,46,<25,High school,6,Female,No,0,South,2015
9127, ,No, ,93760,57,75+,Post-graduate,7,Female,Yes,0,West,773
9128, ,No, ,75470,46,75+,College,9,Male,Yes,0,South,3173
9129, ,Yes, ,74080,54,75+,Some college,10,Female,Yes,2,South,2251
9130, ,No, ,60260,18,25-49,Some college,10,Male,No,0,North,6910
9131,No,No,Control,95000,43,<25,High school,8,Female,No,1,West,1066
9132,No,No,Test,74690,18,<25,Some high school or less,10,Male,No,0,South,3641
9133, ,No, ,97360,29,75+,College,5,Female,No,1,West,1634
9134, ,No, ,61220,62,50-74,High school,11,Female,No,3,North,5283
9135, ,No, ,61380,58,75+,Some high school or less,11,Male,Yes,3,North,6547
9136, ,No, ,62250,68,75+,Some high school or less,10,Female,Yes,2,North,6171
9137,No,No,Test,75140,52,50-74,Some high school or less,10,Male,Yes,2,South,3084
9138,No,No,Control,61250,37,25-49,Some college,10,Female,Yes,1,North,5935
9139,No,No,Test,11950,41,75+,Post-graduate,14,Female,Yes,3,East,9100
9140,No,No,Control,11330,34,<25,Post-graduate,11,Male,Yes,2,East,7868
9141, ,No, ,94960,68,50-74,College,7,Female,No,2,West,1053
9142, ,No, ,92800,39,75+,Some high school or less,10,Male,No,0,West,4656
9143, ,No, ,96460,34,50-74,High school,4,Female,Yes,0,West,25
9144, ,No, ,75690,51,50-74,Post-graduate,5,Male,Yes,0,South,3228
9145, ,No, ,09960,39,75+,High school,8,Female,No,3,East,8365
9146, ,No, ,74470,46,75+,Post-graduate,7,Female,Yes,2,South,2340
9147,No,No,Test,75250,48,75+,Post-graduate,13,Female,Yes,0,South,2532
9148, ,No, ,75460,32,<25,High school,11,Male,Yes,0,South,3170
9149, ,No, ,75130,44,75+,Some college,7,Male,No,0,South,3781
9150, ,No, ,92610,39,75+,Some high school or less,10,Male,Yes,1,West,4730
9151, ,No, ,60100,49,50-74,Post-graduate,5,Female,Yes,2,North,5663
9152,No,No,Test,93270,51,50-74,Post-graduate,12,Male,No,4,West,4108
9153,No,No,Control,61710,31,25-49,High school,12,Female,No,1,North,5397
9154, ,No, ,10400,23,<25,Some high school or less,9,Male,No,0,East,9631
9155,No,No,Control,95210,50,75+,College,8,Male,Yes,0,West,4827
9156, ,No, ,62150,55,50-74,High school,9,Female,No,2,North,5507
9157, ,No, ,92440,27,25-49,College,7,Male,No,0,West,4223
9158, ,No, ,74830,62,75+,High school,7,Male,Yes,3,South,3006
9159,No,No,Control,60270,45,25-49,Post-graduate,9,Male,Yes,2,North,6286
9160, ,No, ,60890,41,75+,Some college,12,Male,No,0,North,7071
9161, ,No, ,75310,29,25-49,Some college,15,Female,No,0,South,1995
9162, ,No, ,75560,43,50-74,College,10,Male,Yes,0,South,3195
9163, ,No, ,74420,33,<25,Some college,13,Female,No,0,South,1800
9164, ,No, ,10310,31,75+,Some college,12,Male,No,0,East,9614
9165,Yes,No,Test,10000,54,25-49,Some college,9,Male,Yes,3,East,7718
9166, ,No, ,76080,47,50-74,Some high school or less,7,Female,Yes,2,South,2742
9167, ,No, ,60710,24,<25,College,6,Male,No,0,North,7022
9168, ,No, ,76090,46,75+,Post-graduate,7,Male,Yes,0,South,3335
9169, ,No, ,74830,57,75+,Some college,9,Female,Yes,2,South,2426
9170, ,No, ,10700,44,75+,Some college,8,Male,Yes,3,East,7806
9171, ,No, ,11490,61,75+,Some college,9,Female,No,3,East,8948
9172, ,No, ,61660,53,50-74,High school,8,Female,No,2,North,5387
9173, ,No, ,61010,47,50-74,Some high school or less,10,Male,Yes,3,North,6457
9174, ,No, ,95580,39,75+,Post-graduate,8,Male,No,0,West,4170
9175, ,No, ,09820,23,75+,Some college,10,Male,No,0,East,9516
9176, ,No, ,94450,69,75+,High school,9,Female,No,1,West,934
9177, ,No, ,61750,54,75+,Some college,11,Male,Yes,2,North,6633
9178, ,No, ,74220,47,50-74,Post-graduate,15,Male,No,0,South,3509
9179, ,No, ,08920,26,25-49,High school,10,Male,No,1,East,9969
9180,No,No,Test,74120,43,75+,Post-graduate,11,Male,Yes,2,South,2821
9181, ,No, ,76210,71,25-49,College,10,Male,Yes,2,South,3376
9182, ,No, ,74810,28,75+,Some high school or less,7,Male,No,0,South,3680
9183, ,No, ,75270,48,25-49,Some college,5,Male,Yes,2,South,3123
9184,No,No,Control,10850,57,75+,High school,9,Male,Yes,2,East,7820
9185, ,No, ,74330,46,25-49,College,14,Female,Yes,2,South,2302
9186, ,No, ,74690,57,50-74,Some college,7,Female,No,2,South,1862
9187, ,No, ,75370,52,25-49,Some high school or less,8,Female,Yes,0,South,2553
9188, ,No, ,60880,43,50-74,Some college,7,Female,No,0,North,5204
9189, ,No, ,09030,46,75+,College,7,Male,Yes,3,East,7596
9190, ,No, ,61320,52,25-49,College,8,Male,Yes,2,North,6538
9191,No,No,Control,75150,62,50-74,High school,9,Female,Yes,2,South,2507
9192, ,No, ,61660,24,25-49,High school,15,Male,Yes,1,North,6611
9193, ,No, ,97110,48,75+,Some high school or less,8,Male,Yes,2,West,4913
9194, ,No, ,75830,40,<25,Some college,9,Female,Yes,0,South,2664
9195, ,No, ,75530,57,25-49,Some college,15,Female,No,1,South,3422
9196, ,No, ,11310,40,50-74,Some high school or less,7,Female,No,1,East,8864
9197, ,No, ,74420,18,<25,Some high school or less,7,Female,No,0,South,1802
9198,No,No,Test,09910,45,50-74,Some college,6,Male,Yes,3,East,7704
9199, ,No, ,10840,57,25-49,Post-graduate,10,Male,Yes,2,East,9710
9200, ,No, ,96500,68,75+,Some college,9,Male,Yes,2,West,393
9201, ,No, ,74650,57,50-74,Post-graduate,3,Male,Yes,2,South,2957
9202,No,No,Control,60320,31,25-49,High school,9,Female,Yes,1,North,5720
9203, ,No, ,74420,56,75+,High school,5,Female,Yes,2,South,2327
9204, ,No, ,75080,27,50-74,High school,12,Male,Yes,0,South,3062
9205,No,No,Control,92630,22,<25,High school,10,Female,No,0,West,518
9206, ,No, ,96890,54,<25,College,12,Male,No,0,West,4592
9207, ,No, ,10400,46,25-49,Post-graduate,9,Female,Yes,0,East,8537
9208, ,No, ,10080,53,75+,Some high school or less,8,Female,No,2,East,8420
9209, ,No, ,10750,26,<25,Post-graduate,12,Female,No,0,East,8657
9210, ,No, ,93540,22,<25,Post-graduate,5,Female,No,0,West,4087
9211, ,No, ,60350,34,<25,Post-graduate,8,Male,Yes,1,North,6302
9212, ,No, ,09270,23,<25,College,10,Female,No,0,East,9297
9213, ,Yes, ,11040,30,<25,Post-graduate,8,Male,No,0,East,9754
9214, ,No, ,09090,64,75+,Post-graduate,12,Male,Yes,3,East,7599
9215, ,No, ,09460,47,<25,Some high school or less,9,Male,No,0,East,9465
9216, ,No, ,93850,47,25-49,College,14,Male,Yes,3,West,141
9217, ,No, ,96070,30,<25,College,9,Female,Yes,0,West,1331
9218, ,No, ,61850,24,<25,Some college,11,Male,No,0,North,7309
9219, ,No, ,75770,43,<25,Some high school or less,10,Male,No,0,South,3953
9220,No,No,Control,61900,38,75+,Some college,11,Male,No,0,North,7324
9221, ,No, ,74630,38,75+,Post-graduate,14,Male,No,0,South,3626
9222,No,No,Test,97240,27,75+,Some high school or less,10,Female,No,0,West,1609
9223, ,No, ,61550,33,25-49,College,10,Male,Yes,1,North,6585
9224, ,No, ,10470,40,50-74,College,12,Male,No,1,East,9648
9225,No,No,Control,94810,44,25-49,Post-graduate,8,Male,Yes,3,West,226
9226, ,No, ,74090,55,75+,College,10,Female,Yes,0,South,2254
9227, ,No, ,75920,39,<25,Some college,8,Male,Yes,1,South,3293
9228, ,No, ,10890,47,75+,College,3,Female,Yes,2,East,8707
9229, ,No, ,11100,17,25-49,Post-graduate,9,Male,No,0,East,7841
9230, ,No, ,97300,39,75+,High school,12,Female,No,1,West,1623
9231, ,No, ,10750,22,<25,Post-graduate,15,Female,No,0,East,8661
9232,No,No,Control,60030,44,25-49,High school,5,Male,No,0,North,6846
9233, ,No, ,10410,45,25-49,High school,10,Female,Yes,0,East,8541
9234, ,No, ,11550,27,75+,High school,12,Male,Yes,1,East,7890
9235, ,No, ,96310,52,75+,Some college,10,Male,Yes,2,West,4878
9236, ,No, ,09160,29,75+,Some high school or less,12,Male,No,0,East,9396
9237, ,No, ,74420,62,50-74,Some high school or less,9,Male,No,3,South,3565
9238, ,No, ,74210,36,50-74,Some high school or less,10,Male,No,0,South,3504
9239, ,No, ,10410,28,25-49,High school,10,Male,No,1,East,9632
9240, ,No, ,60810,19,<25,High school,11,Male,No,0,North,7045
9241, ,No, ,74970,58,25-49,Some college,12,Male,Yes,2,South,3042
9242, ,No, ,09210,52,50-74,Some college,7,Female,Yes,2,East,8094
9243, ,No, ,61090,57,75+,College,11,Female,Yes,0,North,5896
9244, ,No, ,10620,60,75+,Post-graduate,12,Female,No,2,East,8609
9245, ,No, ,10470,36,25-49,College,11,Female,No,0,East,8564
9246, ,No, ,62250,29,<25,Some college,5,Female,No,0,North,6799
9247,No,No,Test,92800,53,25-49,Some high school or less,10,Female,Yes,2,West,559
9248, ,No, ,94350,43,75+,High school,8,Female,No,2,West,1666
9249,No,No,Control,61780,57,50-74,High school,9,Male,Yes,3,North,6637
9250, ,No, ,96820,49,50-74,College,8,Female,No,3,West,1510
9251, ,No, ,61230,34,50-74,High school,10,Male,No,0,North,7142
9252, ,No, ,75940,41,<25,Some college,3,Male,No,0,South,4003
9253, ,No, ,09800,33,75+,Some high school or less,6,Female,No,0,East,8311
9254, ,No, ,62060,59,75+,Post-graduate,6,Female,No,3,North,5485
9255, ,No, ,09450,49,25-49,Post-graduate,11,Male,Yes,3,East,7452
9256, ,No, ,61620,35,<25,High school,11,Male,No,0,North,7247
9257, ,No, ,09540,45,50-74,Some college,12,Female,Yes,2,East,8227
9258, ,No, ,12160,46,25-49,Some college,8,Female,No,1,East,9178
9259, ,No, ,61200,21,25-49,Some high school or less,9,Male,No,0,North,7135
9260, ,No, ,10510,39,50-74,College,10,Female,No,3,East,8575
9261, ,No, ,09980,30,<25,Post-graduate,7,Female,Yes,1,East,8370
9262, ,No, ,61610,44,<25,College,11,Female,No,0,North,5377
9263, ,No, ,92860,32,25-49,Post-graduate,10,Male,No,0,West,4633
9264, ,No, ,75590,64,50-74,Some college,13,Male,Yes,0,South,3204
9265, ,No, ,92770,23,<25,Post-graduate,1,Male,No,0,West,4256
9266, ,No, ,60070,39,<25,Some high school or less,7,Female,Yes,1,North,5656
9267, ,No, ,75730,53,50-74,College,12,Male,Yes,2,South,3238
9268, ,No, ,76210,31,<25,Some high school or less,8,Male,Yes,1,South,3378
9269, ,No, ,96240,46,75+,High school,6,Female,Yes,2,West,1365
9270, ,No, ,93940,43,25-49,Some high school or less,13,Male,Yes,2,West,148
9271, ,No, ,74270,18,25-49,Some college,6,Male,No,0,South,3525
9272, ,No, ,61990,48,50-74,Some college,12,Male,No,0,North,7342
9273, ,No, ,61440,44,50-74,Post-graduate,10,Female,Yes,3,North,5985
9274, ,No, ,74840,35,75+,High school,10,Female,No,0,South,1895
9275, ,No, ,92800,28,<25,Some college,5,Female,No,0,West,4702
9276, ,No, ,60280,58,50-74,Some high school or less,4,Female,Yes,2,North,5707
9277, ,No, ,94660,48,25-49,Post-graduate,14,Female,No,1,West,980
9278, ,No, ,10990,57,75+,High school,5,Female,Yes,3,East,8743
9279,No,No,Test,61990,23,<25,Some college,10,Female,No,0,North,5462
9280, ,No, ,97270,32,50-74,College,9,Male,No,2,West,4616
9281,No,No,Control,92430,42,<25,Post-graduate,11,Male,No,0,West,4221
9282, ,No, ,73980,34,50-74,Post-graduate,14,Male,Yes,1,South,2784
9283, ,No, ,95390,47,25-49,Post-graduate,8,Male,Yes,3,West,283
9284,No,No,Test,95460,47,75+,Some high school or less,14,Female,No,2,West,460
9285, ,No, ,10430,40,<25,College,14,Male,No,0,East,9639
9286, ,No, ,75480,37,75+,High school,12,Female,No,2,South,2034
9287,No,No,Test,12220,58,75+,Some college,6,Male,Yes,2,East,7944
9288, ,No, ,09500,31,50-74,Some high school or less,10,Male,No,1,East,9468
9289, ,No, ,09990,48,75+,Some college,11,Female,Yes,2,East,8376
9290, ,No, ,60790,39,<25,High school,11,Male,Yes,1,North,6398
9291, ,No, ,74560,23,25-49,College,9,Female,No,1,South,1834
9292, ,No, ,62330,43,50-74,Some college,10,Male,No,0,North,7427
9293,No,No,Test,74610,35,25-49,Some college,10,Male,Yes,0,South,2949
9294,Yes,No,Control,10720,26,25-49,Post-graduate,11,Female,No,0,East,8647
9295,No,No,Test,12130,21,<25,High school,10,Female,No,0,East,9161
9296, ,No, ,94250,28,<25,College,11,Male,No,0,West,181
9297, ,No, ,94800,56,75+,Some college,7,Female,Yes,2,West,1010
9298, ,No, ,60610,41,25-49,High school,12,Female,No,1,North,5147
9299, ,No, ,94360,40,<25,Some high school or less,9,Female,No,0,West,917
9300, ,No, ,75920,38,<25,High school,2,Male,No,0,South,3996
9301, ,No, ,74130,52,75+,High school,8,Female,Yes,3,South,2262
9302, ,No, ,93540,60,75+,Some high school or less,10,Male,Yes,2,West,4760
9303, ,No, ,60640,66,75+,Some high school or less,13,Male,Yes,2,North,6357
9304,No,No,Control,61020,20,75+,High school,8,Male,No,0,North,7095
9305, ,No, ,60840,52,75+,College,10,Male,Yes,3,North,6408
9306, ,No, ,60170,41,75+,Some college,13,Male,No,0,North,6883
9307, ,No, ,74550,58,50-74,High school,15,Male,Yes,3,South,2928
9308, ,No, ,75480,61,75+,Some college,11,Female,Yes,2,South,2579
9309, ,No, ,94450,59,50-74,High school,11,Male,No,2,West,4379
9310, ,No, ,60970,43,25-49,Some high school or less,5,Female,No,1,North,6775
9311, ,No, ,74370,29,<25,High school,10,Male,Yes,0,South,2880
9312,No,No,Test,76190,55,25-49,High school,10,Male,Yes,2,South,3367
9313, ,No, ,11160,58,25-49,Post-graduate,11,Male,Yes,3,East,7534
9314, ,No, ,61130,30,<25,Post-graduate,9,Male,No,0,North,7120
9315, ,No, ,61930,51,75+,High school,12,Female,Yes,3,North,6106
9316, ,No, ,61260,41,50-74,Post-graduate,8,Female,No,2,North,5293
9317, ,No, ,60830,26,50-74,Some high school or less,8,Male,No,0,North,7050
9318, ,No, ,11190,46,25-49,Post-graduate,6,Female,No,1,East,8817
9319, ,No, ,75360,28,25-49,Some college,11,Female,No,0,South,2004
9320,No,No,Control,74230,38,25-49,Some college,10,Female,No,0,South,3391
9321, ,No, ,96920,45,<25,Some high school or less,12,Male,No,0,West,4594
9322, ,No, ,09790,53,50-74,High school,7,Male,No,0,East,9513
9323,No,No,Control,94660,38,75+,Some high school or less,8,Male,No,0,West,4401
9324, ,No, ,60030,46,25-49,High school,7,Male,No,1,North,6847
9325, ,No, ,96010,38,25-49,High school,7,Male,No,1,West,4523
9326,No,No,Control,75170,41,50-74,College,12,Female,Yes,2,South,2513
9327,No,No,Test,93810,60,75+,High school,11,Male,Yes,3,West,4770
9328, ,No, ,62320,39,<25,Post-graduate,11,Female,Yes,0,North,6185
9329, ,No, ,62020,52,75+,College,11,Female,No,1,North,5474
9330, ,No, ,97170,69,75+,Some college,4,Male,Yes,2,West,4920
9331, ,No, ,74720,54,75+,College,12,Female,Yes,0,South,2401
9332, ,No, ,12160,30,75+,Post-graduate,9,Female,No,2,East,9177
9333, ,Yes, ,12170,48,50-74,Post-graduate,9,Female,Yes,3,East,9182
9334, ,No, ,94650,23,25-49,Some high school or less,7,Male,Yes,0,West,212
9335, ,No, ,09310,35,75+,Some high school or less,10,Female,No,0,East,8139
9336,Yes,No,Test,95310,48,75+,College,7,Male,Yes,0,West,4836
9337,No,No,Control,61940,30,<25,Post-graduate,11,Female,No,0,North,5452
9338, ,No, ,74460,54,50-74,High school,2,Male,No,0,South,3579
9339, ,No, ,12000,58,75+,College,12,Female,Yes,3,East,9111
9340,No,No,Test,10960,39,25-49,High school,12,Male,No,1,East,9734
9341, ,No, ,74580,68,75+,High school,15,Female,Yes,2,South,2357
9342,Yes,No,Control,95320,65,75+,High school,3,Female,Yes,3,West,1148
9343, ,No, ,93340,49,25-49,Some high school or less,5,Male,No,1,West,4939
9344,No,No,Control,75150,48,75+,Some high school or less,8,Female,Yes,0,South,2508
9345, ,No, ,75770,43,50-74,College,13,Female,Yes,2,South,2649
9346,No,No,Test,74380,35,50-74,High school,10,Female,No,3,South,1791
9347, ,No, ,75850,43,75+,Some college,15,Female,Yes,0,South,2672
9348, ,No, ,94670,50,75+,Some college,11,Male,No,0,West,4674
9349, ,No, ,12110,22,75+,Post-graduate,13,Female,No,3,East,9333
9350, ,No, ,92480,36,25-49,Some high school or less,12,Male,Yes,1,West,35
9351, ,No, ,09910,46,75+,College,13,Male,No,0,East,9524
9352,No,No,Control,09960,22,50-74,High school,7,Male,No,0,East,9251
9353, ,No, ,60450,55,50-74,College,11,Female,Yes,2,North,5747
9354, ,No, ,59930,50,50-74,Post-graduate,11,Female,No,2,North,4981
9355, ,No, ,74670,24,<25,College,8,Female,No,0,South,1858
9356, ,No, ,62230,37,<25,Post-graduate,13,Female,No,0,North,5528
9357, ,No, ,92610,60,75+,High school,6,Male,Yes,3,West,4728
9358, ,Yes, ,11410,38,<25,Some college,11,Female,No,0,East,8910
9359, ,No, ,95600,56,75+,Some college,10,Female,No,2,West,1219
9360, ,No, ,61390,38,75+,College,14,Male,No,0,North,7180
9361,Yes,No,Test,75030,55,75+,Some college,8,Female,Yes,0,South,2466
9362, ,No, ,76030,24,<25,High school,10,Male,No,0,South,4026
9363, ,No, ,93040,33,<25,Some college,7,Female,No,0,West,601
9364, ,No, ,59960,60,75+,College,12,Female,No,1,North,4986
9365, ,No, ,92920,27,<25,College,13,Female,No,0,West,576
9366, ,No, ,09390,54,50-74,College,8,Female,Yes,2,East,8164
9367, ,No, ,74560,59,25-49,Some high school or less,11,Male,Yes,0,South,2929
9368, ,No, ,09140,21,50-74,Some high school or less,7,Female,Yes,0,East,8073
9369,No,No,Control,12050,30,<25,Some high school or less,6,Female,No,0,East,9135
9370, ,No, ,92770,49,75+,Some high school or less,9,Male,Yes,2,West,63
9371, ,No, ,96760,30,25-49,College,15,Male,No,0,West,4582
9372, ,No, ,75290,22,<25,Post-graduate,9,Male,No,0,South,3813
9373, ,No, ,75020,40,25-49,Some college,8,Male,No,0,South,3746
9374, ,No, ,61190,26,<25,Some high school or less,2,Male,No,0,North,7130
9375, ,No, ,11750,55,25-49,College,11,Male,Yes,2,East,7552
9376, ,No, ,62030,31,25-49,College,14,Male,No,0,North,7354
9377,No,No,Test,74640,22,25-49,High school,5,Female,Yes,1,South,2377
9378, ,No, ,11850,67,50-74,Some high school or less,12,Male,No,2,East,9878
9379,No,No,Test,10410,45,75+,Some college,9,Female,Yes,2,East,8543
9380, ,No, ,74320,32,25-49,High school,10,Male,Yes,1,South,2867
9381, ,No, ,60830,32,50-74,College,5,Male,No,0,North,7052
9382, ,No, ,75900,64,25-49,High school,11,Male,No,1,South,3993
9383, ,No, ,62290,43,75+,High school,12,Male,No,0,North,7420
9384, ,No, ,11440,52,50-74,Post-graduate,7,Female,No,1,East,9325
9385,No,No,Control,96900,54,75+,High school,7,Female,Yes,0,West,1528
9386, ,No, ,74120,60,50-74,Some college,10,Female,No,3,South,1729
9387, ,No, ,95610,33,<25,College,4,Male,Yes,1,West,4848
9388, ,No, ,75280,47,25-49,High school,10,Female,No,0,South,1986
9389, ,No, ,75510,29,25-49,Some high school or less,13,Female,No,0,South,2042
